timestamp,tx,ty,tz,qx,qy,qz,qw
89.816667,2.140796,11.720304,3.805405,-0.024615,0.010498,-0.392172,0.919503
89.833333,2.197338,11.774353,3.801194,-0.024786,0.010595,-0.392909,0.919182
89.850000,2.253830,11.828208,3.796965,-0.024952,0.010687,-0.393563,0.918897
89.866667,2.310265,11.881875,3.792718,-0.025118,0.010777,-0.394159,0.918636
89.883333,2.366641,11.935357,3.788453,-0.025291,0.010869,-0.394703,0.918396
89.900000,2.423089,11.988760,3.784150,-0.025461,0.010958,-0.395174,0.918188
89.916667,2.479457,12.042002,3.779830,-0.025626,0.011042,-0.395562,0.918015
89.933333,2.535740,12.095087,3.775493,-0.025791,0.011124,-0.395892,0.917867
89.950000,2.591936,12.148021,3.771139,-0.025963,0.011207,-0.396158,0.917747
89.966667,2.648164,12.200916,3.766748,-0.026134,0.011288,-0.396355,0.917656
89.983333,2.704286,12.253681,3.762341,-0.026298,0.011363,-0.396471,0.917600
90.000000,2.760298,12.306321,3.757918,-0.026463,0.011436,-0.396523,0.917572
90.016667,2.816193,12.358843,3.753478,-0.026635,0.011509,-0.396498,0.917577
90.033333,2.872079,12.411372,3.749003,-0.026805,0.011580,-0.396403,0.917612
90.050000,2.927829,12.463805,3.744512,-0.026969,0.011645,-0.396234,0.917679
90.066667,2.983439,12.516147,3.740007,-0.027136,0.011708,-0.395989,0.917779
90.083333,3.038900,12.568410,3.735484,-0.027308,0.011771,-0.395659,0.917916
90.100000,3.094309,12.620726,3.730927,-0.027478,0.011830,-0.395260,0.918082
90.116667,3.149555,12.672979,3.726357,-0.027642,0.011884,-0.394800,0.918274
90.133333,3.204635,12.725174,3.721773,-0.027812,0.011937,-0.394245,0.918507
90.150000,3.259526,12.777334,3.717168,-0.027984,0.011988,-0.393610,0.918773
90.166667,3.314330,12.829584,3.712535,-0.028153,0.012036,-0.392913,0.919066
90.183333,3.368945,12.881802,3.707888,-0.028317,0.012079,-0.392165,0.919379
90.200000,3.423369,12.933992,3.703228,-0.028489,0.012121,-0.391298,0.919743
90.216667,3.477557,12.986201,3.698545,-0.028661,0.012160,-0.390373,0.920130
90.233333,3.531632,13.038524,3.693838,-0.028829,0.012195,-0.389411,0.920532
90.250000,3.585495,13.090844,3.689117,-0.028995,0.012228,-0.388402,0.920952
90.266667,3.639139,13.143167,3.684385,-0.029167,0.012261,-0.387327,0.921399
90.283333,3.692601,13.195674,3.679618,-0.029337,0.012291,-0.386227,0.921855
90.300000,3.745838,13.248191,3.674840,-0.029500,0.012319,-0.385144,0.922302
90.316667,3.798853,13.300718,3.670050,-0.029668,0.012347,-0.384025,0.922763
90.333333,3.851622,13.353280,3.665243,-0.029836,0.012374,-0.382897,0.923226
90.350000,3.904240,13.405989,3.660408,-0.030003,0.012401,-0.381781,0.923682
90.366667,3.956647,13.458699,3.655562,-0.030162,0.012427,-0.380727,0.924112
90.383333,4.008846,13.511408,3.650706,-0.030327,0.012454,-0.379657,0.924546
90.400000,4.060789,13.564164,3.645828,-0.030491,0.012481,-0.378611,0.924969
90.416667,4.112621,13.617027,3.640927,-0.030650,0.012507,-0.377613,0.925372
90.433333,4.164257,13.669880,3.636017,-0.030810,0.012535,-0.376635,0.925764
90.450000,4.215682,13.722739,3.631092,-0.030970,0.012562,-0.375668,0.926151
90.466667,4.266971,13.775727,3.626139,-0.031130,0.012590,-0.374724,0.926528
90.483333,4.318074,13.828697,3.621175,-0.031283,0.012617,-0.373835,0.926882
90.500000,4.368995,13.881651,3.616202,-0.031441,0.012646,-0.372947,0.927234
90.516667,4.419692,13.934625,3.611209,-0.031597,0.012675,-0.372084,0.927575
90.533333,4.470297,13.987687,3.606194,-0.031750,0.012703,-0.371261,0.927899
