x,y,z
1330.984,130.6757,-1680.358
1342.961,129.7059,-1684.291
1355.101,128.7732,-1688.109
1367.404,127.8765,-1691.807
1379.87,127.0152,-1695.378
1392.496,126.1883,-1698.818
1405.287,125.3947,-1702.124
1418.241,124.6337,-1705.288
1431.358,123.9044,-1708.306
1444.637,123.2059,-1711.174
1458.077,122.5374,-1713.885
1471.682,121.8979,-1716.436
1485.45,121.2864,-1718.822
1499.38,120.7022,-1721.036
1513.474,120.1443,-1723.075
1527.73,119.6118,-1724.932
1542.146,119.1041,-1726.604
1556.728,118.6199,-1728.085
1571.472,118.1585,-1729.37
1586.38,117.719,-1730.454
1601.45,117.3005,-1731.332
1616.68,116.9021,-1731.999
1632.076,116.523,-1732.45
1647.635,116.1621,-1732.681
1663.356,115.8188,-1732.685
1679.24,115.4919,-1732.458
1695.284,115.1808,-1731.996
1711.493,114.8846,-1731.294
1727.858,114.603,-1730.354
1744.372,114.336,-1729.182
1761.026,114.0835,-1727.78
1777.812,113.8456,-1726.155
1794.727,113.6221,-1724.308
1811.762,113.4129,-1722.246
1828.909,113.2181,-1719.972
1846.161,113.0374,-1717.49
1863.507,112.871,-1714.805
1880.946,112.7187,-1711.921
1898.468,112.5804,-1708.842
1916.066,112.4562,-1705.572
1933.732,112.3458,-1702.115
1951.459,112.2494,-1698.477
1969.236,112.1668,-1694.661
1987.063,112.0979,-1690.67
2004.929,112.0427,-1686.51
2022.827,112.0011,-1682.185
2040.748,111.9731,-1677.699
2058.684,111.9586,-1673.056
2076.633,111.9576,-1668.26
2094.584,111.9699,-1663.316
2112.531,111.9955,-1658.228
2130.465,112.0345,-1653
2148.376,112.0866,-1647.637
2166.264,112.1518,-1642.141
2184.118,112.2301,-1636.519
2201.931,112.3215,-1630.773
2219.695,112.4258,-1624.908
2237.399,112.543,-1618.931
2255.044,112.673,-1612.841
2272.618,112.8158,-1606.646
2290.115,112.9713,-1600.349
2307.525,113.1395,-1593.954
2324.84,113.3202,-1587.468
2342.059,113.5134,-1580.89
2359.17,113.7192,-1574.228
2376.167,113.9373,-1567.485
2393.043,114.1678,-1560.666
2409.786,114.4105,-1553.776
2426.396,114.6655,-1546.816
2442.862,114.9326,-1539.793
2459.177,115.2119,-1532.71
2475.334,115.5031,-1525.572
2491.325,115.8064,-1518.383
2507.141,116.1215,-1511.149
2522.779,116.4485,-1503.87
2538.23,116.7873,-1496.553
2553.486,117.1378,-1489.203
2568.539,117.5,-1481.822
2583.381,117.8738,-1474.417
2598.011,118.2586,-1466.985
2612.426,118.653,-1459.525
2626.625,119.0553,-1452.03
2640.61,119.4639,-1444.494
2654.376,119.877,-1436.913
2667.93,120.2933,-1429.279
2681.269,120.7109,-1421.587
2694.392,121.1283,-1413.833
2707.299,121.5438,-1406.01
2719.988,121.9557,-1398.115
2732.464,122.3626,-1390.138
2744.725,122.7627,-1382.076
2756.77,123.1544,-1373.923
2768.598,123.5361,-1365.673
2780.208,123.9061,-1357.323
2791.605,124.2629,-1348.864
2802.785,124.6047,-1340.291
2813.75,124.93,-1331.599
2824.498,125.2372,-1322.783
2835.03,125.5245,-1313.837
2845.343,125.7904,-1304.757
2855.442,126.0332,-1295.534
2865.324,126.2514,-1286.164
2874.99,126.4432,-1276.641
2884.439,126.6071,-1266.96
2893.67,126.7414,-1257.118
2902.685,126.8445,-1247.104
2911.484,126.9147,-1236.916
2920.066,126.9505,-1226.547
2928.43,126.9502,-1215.992
2936.577,126.9121,-1205.248
2944.507,126.8347,-1194.304
2952.22,126.7163,-1183.158
2959.716,126.5553,-1171.802
2966.995,126.35,-1160.234
2974.055,126.0989,-1148.447
2980.898,125.8002,-1136.434
2987.525,125.4524,-1124.189
2993.933,125.0538,-1111.708
3000.124,124.6029,-1098.985
3006.096,124.098,-1086.017
3011.851,123.5373,-1072.793
3017.388,122.9194,-1059.311
3022.708,122.2425,-1045.564
3027.809,121.5051,-1031.547
3032.691,120.7056,-1017.258
3037.356,119.8422,-1002.684
3041.802,118.9133,-987.8239
3046.031,117.9174,-972.6713
3050.041,116.8528,-957.2208
3053.832,115.7178,-941.4667
3057.404,114.5113,-925.4072
3060.758,113.2333,-909.0408
3063.895,111.8866,-892.3839
3066.812,110.474,-875.4506
3069.512,108.9982,-858.255
3071.993,107.462,-840.8145
3074.257,105.8675,-823.136
3076.304,104.2178,-805.237
3078.133,102.5155,-787.1315
3079.744,100.7633,-768.8334
3081.138,98.96408,-750.3604
3082.315,97.11996,-731.7189
3083.276,95.23392,-712.9269
3084.02,93.30861,-693.998
3084.547,91.34669,-674.9464
3084.857,89.35128,-655.7898
3084.951,87.32421,-636.5345
3084.83,85.26855,-617.1983
3084.491,83.18698,-597.7952
3083.937,81.08216,-578.3391
3083.167,78.95721,-558.8478
3082.183,76.81391,-539.3275
3080.982,74.65538,-519.7962
3079.565,72.48429,-500.2678
3077.935,70.3033,-480.7561
3076.088,68.11507,-461.2753
3074.027,65.92273,-441.843
3071.751,63.72806,-422.4655
3069.261,61.53417,-403.1607
3066.556,59.34373,-383.9426
3063.637,57.15941,-364.825
3060.504,54.98431,-345.8257
3057.156,52.82023,-326.9511
3053.595,50.67028,-308.219
3049.82,48.53712,-289.6432
3045.832,46.42344,-271.2379
3041.63,44.3323,-253.0205
3037.215,42.26554,-234.9978
3032.586,40.22626,-217.1873
3027.745,38.21712,-199.6031
3022.69,36.2408,-182.2591
3017.424,34.30034,-165.1725
3011.945,32.39764,-148.3506
3006.252,30.53577,-131.8108
3000.348,28.71738,-115.5671
2994.231,26.94515,-99.63326
2987.904,25.2221,-84.02645
2981.364,23.55019,-68.75444
2974.612,21.93245,-53.83428
2967.648,20.37154,-39.27995
2960.473,18.87014,-25.10541
2953.086,17.43093,-11.32461
2945.491,16.05643,2.047823
2937.689,14.7458,15.01822
2929.687,13.49792,27.59042
2921.494,12.31137,39.77092
2913.114,11.18477,51.56623
2904.558,10.1169,62.98068
2895.827,9.10596,74.02525
2886.931,8.150749,84.70417
2877.876,7.249871,95.02399
2868.669,6.40192,104.9912
2859.318,5.605649,114.6104
2849.827,4.859342,123.892
2840.203,4.161756,132.8405
2830.454,3.511491,141.4624
2820.585,2.907146,149.7644
2810.606,2.347422,157.7512
2800.52,1.830698,165.4326
2790.335,1.355687,172.8136
2780.058,0.920987,179.9005
2769.695,0.525194,186.7
2759.255,0.166974,193.2172
2748.741,-0.155216,199.4613
2738.162,-0.442704,205.4375
2727.523,-0.696892,211.1523
2716.833,-0.919183,216.6121
2706.098,-1.110942,221.8226
2695.323,-1.273649,226.7922
2684.516,-1.408665,231.5265
2673.683,-1.517391,236.032
2662.831,-1.601229,240.315
2651.967,-1.661583,244.3823
2641.1,-1.699848,248.2395
2630.231,-1.717442,251.8948
2619.37,-1.715756,255.3537
2608.524,-1.696194,258.6229
2597.699,-1.660157,261.7088
2586.904,-1.609059,264.6174
2576.141,-1.544281,267.3564
2565.419,-1.467235,269.9317
2554.745,-1.379323,272.3498
2544.125,-1.281946,274.6172
2533.569,-1.176528,276.74
2523.078,-1.064431,278.7256
2512.662,-0.947075,280.58
2502.327,-0.825863,282.3099
2492.08,-0.702197,283.9216
2481.929,-0.577504,285.4214
2471.877,-0.453137,286.8165
2461.933,-0.330522,288.113
2452.104,-0.211061,289.3174
2442.396,-0.096157,290.4363
2432.817,0.012768,291.476
2423.365,0.114724,292.4422
2414.027,0.209689,293.3372
2404.785,0.29784,294.1628
2395.62,0.379357,294.9207
2386.515,0.454418,295.6129
2377.453,0.523189,296.2411
2368.414,0.585875,296.8072
2359.38,0.64264,297.313
2350.334,0.693664,297.7603
2341.259,0.739124,298.151
2332.137,0.779192,298.4867
2322.948,0.814061,298.7696
2313.675,0.843903,299.0013
2304.301,0.868896,299.1837
2294.806,0.889218,299.3185
2285.176,0.905044,299.4076
2275.388,0.916561,299.4528
2265.427,0.923942,299.456
2255.275,0.927366,299.419
2244.914,0.927012,299.3436
2234.326,0.92306,299.2316
2223.493,0.915686,299.0849
2212.395,0.905069,298.9053
2201.017,0.891388,298.6945
2189.339,0.874821,298.4545
2177.347,0.855551,298.1872
2165.018,0.833749,297.8941
2152.336,0.809596,297.5772
2139.283,0.783272,297.2384
2125.841,0.754955,296.8795
2111.995,0.72483,296.5023
2097.722,0.693062,296.1085
2083.007,0.659837,295.7001
2067.831,0.625333,295.2788
2052.176,0.589729,294.8466
2036.026,0.553202,294.4051
2019.364,0.51594,293.9564
2002.166,0.478105,293.502
1984.419,0.439883,293.0439
1966.103,0.401454,292.584
1947.201,0.362995,292.124
1927.699,0.324693,291.6658
1907.572,0.286711,291.2112
1886.804,0.249234,290.7619
1865.379,0.212443,290.3199
1843.278,0.176515,289.887
1820.488,0.141635,289.465
1796.981,0.107968,289.0557
1772.745,0.0757,288.6609
1747.762,0.045009,288.2826
1722.013,0.016074,287.9223
1695.486,-0.010925,287.5822
1668.178,-0.035922,287.2628
1640.126,-0.058962,286.9638
1611.367,-0.080104,286.6847
1581.936,-0.099405,286.425
1551.877,-0.11692,286.1842
1521.213,-0.132715,285.9618
1489.985,-0.146843,285.7573
1458.229,-0.159362,285.5702
1425.983,-0.170332,285.4001
1393.281,-0.179809,285.2463
1360.167,-0.18785,285.1086
1326.662,-0.194517,284.9862
1292.81,-0.199867,284.8788
1258.646,-0.203956,284.7859
1224.207,-0.206844,284.7068
1189.535,-0.208587,284.6413
1154.653,-0.209246,284.5887
1119.603,-0.208876,284.5486
1084.421,-0.207538,284.5204
1049.143,-0.205287,284.5037
1013.813,-0.202184,284.498
978.4519,-0.198286,284.5027
943.103,-0.19365,284.5175
907.8021,-0.188335,284.5417
872.5854,-0.182399,284.575
837.4957,-0.175901,284.6167
802.5548,-0.168897,284.6664
767.806,-0.161446,284.7237
733.2853,-0.153606,284.788
699.0283,-0.145436,284.8588
665.0779,-0.136995,284.9355
631.4567,-0.128337,285.0179
598.2072,-0.119523,285.1053
565.3654,-0.110611,285.1971
532.9673,-0.101658,285.2931
501.049,-0.092723,285.3926
469.6524,-0.083866,285.4951
438.8012,-0.075141,285.6002
408.5375,-0.066607,285.7073
378.8974,-0.058324,285.8161
349.9168,-0.050349,285.9258
321.6372,-0.042741,286.0362
294.0833,-0.035557,286.1466
267.2969,-0.028854,286.2567
256.2969,-0.028854,286.2567
